unit_id,week_start,week_index,infra_age_years,pipe_material,informal_settlement_pct,population_density,is_known_hotspot,nrw_pct,rainfall_mm,days_since_maintenance,historical_incidents_90d,burst_occurred,nrw_pct_roll4,rainfall_roll4,burst_next_week
1,2024-06-10,23,31.6,steel,7.1,2965.0,0,37.06,60.6,242,0,0,36.44,62.78,0
1,2024-06-17,24,31.6,steel,7.1,2965.0,0,36.37,87.5,249,0,0,36.65,68.93,0
1,2024-06-24,25,31.6,steel,7.1,2965.0,0,37.31,63.7,256,0,0,36.78,67.75,0
1,2024-07-01,26,31.6,steel,7.1,2965.0,0,37.94,67.0,263,0,0,37.17,69.7,0
1,2024-07-08,27,31.6,steel,7.1,2965.0,0,38.72,67.7,270,0,0,37.58,71.47,0
1,2024-07-15,28,31.6,steel,7.1,2965.0,0,39.24,64.2,277,0,0,38.3,65.65,0
1,2024-07-22,29,31.6,steel,7.1,2965.0,0,40.58,74.6,284,0,0,39.12,68.38,1
1,2024-07-29,30,31.6,steel,7.1,2965.0,0,41.68,72.1,291,0,1,40.06,69.65,1
1,2024-08-05,31,31.6,steel,7.1,2965.0,0,38.46,64.5,0,1,1,39.99,68.85,0
1,2024-08-12,32,31.6,steel,7.1,2965.0,0,24.34,58.5,0,2,0,36.26,67.42,0
1,2024-08-19,33,31.6,steel,7.1,2965.0,0,25.08,59.4,0,2,0,32.39,63.62,0
1,2024-08-26,34,31.6,steel,7.1,2965.0,0,26.4,59.7,7,2,0,28.57,60.52,0
1,2024-09-02,35,31.6,steel,7.1,2965.0,0,24.67,49.8,14,2,0,25.12,56.85,0
1,2024-09-09,36,31.6,steel,7.1,2965.0,0,24.51,59.7,21,2,0,25.16,57.15,0
1,2024-09-16,37,31.6,steel,7.1,2965.0,0,22.95,62.9,28,2,0,24.63,58.03,0
1,2024-09-23,38,31.6,steel,7.1,2965.0,0,21.15,67.7,35,2,0,23.32,60.02,0
1,2024-09-30,39,31.6,steel,7.1,2965.0,0,21.43,63.0,42,2,0,22.51,63.32,0
1,2024-10-07,40,31.6,steel,7.1,2965.0,0,22.2,37.0,49,2,0,21.93,57.65,0
1,2024-10-14,41,31.6,steel,7.1,2965.0,0,22.96,38.0,56,2,0,21.94,51.42,0
1,2024-10-21,42,31.6,steel,7.1,2965.0,0,22.72,31.9,63,2,0,22.33,42.48,0
1,2024-10-28,43,31.6,steel,7.1,2965.0,0,23.97,28.9,70,2,0,22.96,33.95,0
1,2024-11-04,44,31.6,steel,7.1,2965.0,0,24.97,25.5,77,1,0,23.66,31.08,0
1,2024-11-11,45,31.6,steel,7.1,2965.0,0,25.49,25.2,84,0,0,24.29,27.88,0
1,2024-11-18,46,31.6,steel,7.1,2965.0,0,26.54,38.8,91,0,0,25.24,29.6,0
1,2024-11-25,47,31.6,steel,7.1,2965.0,0,27.21,24.2,98,0,0,26.05,28.42,0
1,2024-12-02,48,31.6,steel,7.1,2965.0,0,29.62,10.3,105,0,0,27.22,24.62,0
1,2024-12-09,49,31.6,steel,7.1,2965.0,0,29.81,29.9,112,0,0,28.3,25.8,0
1,2024-12-16,50,31.6,steel,7.1,2965.0,0,30.35,18.9,119,0,0,29.25,20.82,0
1,2024-12-23,51,31.6,steel,7.1,2965.0,0,30.06,21.8,126,0,0,29.96,20.22,0
1,2024-12-30,52,31.6,steel,7.1,2965.0,0,31.17,19.1,133,0,0,30.35,22.42,0
1,2025-01-06,53,31.6,steel,7.1,2965.0,0,31.75,19.8,140,0,0,30.83,19.9,0
1,2025-01-13,54,31.6,steel,7.1,2965.0,0,32.92,21.0,147,0,0,31.48,20.42,0
1,2025-01-20,55,31.6,steel,7.1,2965.0,0,31.38,6.6,154,0,0,31.8,16.62,0
1,2025-01-27,56,31.6,steel,7.1,2965.0,0,31.8,24.5,161,0,0,31.96,17.98,0
1,2025-02-03,57,31.6,steel,7.1,2965.0,0,29.08,14.6,168,0,0,31.3,16.68,0
1,2025-02-10,58,31.6,steel,7.1,2965.0,0,29.35,18.3,175,0,0,30.4,16.0,0
1,2025-02-17,59,31.6,steel,7.1,2965.0,0,28.69,25.1,182,0,0,29.73,20.62,0
1,2025-02-24,60,31.6,steel,7.1,2965.0,0,29.68,52.4,189,0,0,29.2,27.6,0
1,2025-03-03,61,31.6,steel,7.1,2965.0,0,29.72,22.6,196,0,0,29.36,29.6,0
1,2025-03-10,62,31.6,steel,7.1,2965.0,0,29.73,33.2,203,0,0,29.46,33.33,0
1,2025-03-17,63,31.6,steel,7.1,2965.0,0,30.76,34.3,210,0,0,29.97,35.62,0
1,2025-03-24,64,31.6,steel,7.1,2965.0,0,31.8,52.0,217,0,0,30.5,35.52,0
1,2025-03-31,65,31.6,steel,7.1,2965.0,0,33.47,40.6,224,0,0,31.44,40.02,0
1,2025-04-07,66,31.6,steel,7.1,2965.0,0,34.95,49.1,231,0,0,32.75,44.0,0
1,2025-04-14,67,31.6,steel,7.1,2965.0,0,35.16,42.0,238,0,0,33.84,45.92,0
1,2025-04-21,68,31.6,steel,7.1,2965.0,0,34.93,68.1,245,0,0,34.63,49.95,0
1,2025-04-28,69,31.6,steel,7.1,2965.0,0,36.14,46.2,252,0,0,35.3,51.35,0
1,2025-05-05,70,31.6,steel,7.1,2965.0,0,35.15,64.3,259,0,0,35.34,55.15,0
1,2025-05-12,71,31.6,steel,7.1,2965.0,0,32.83,64.1,266,0,0,34.76,60.68,0
1,2025-05-19,72,31.6,steel,7.1,2965.0,0,33.87,68.2,273,0,0,34.5,60.7,0
1,2025-05-26,73,31.6,steel,7.1,2965.0,0,34.73,56.1,280,0,0,34.14,63.18,0
1,2025-06-02,74,31.6,steel,7.1,2965.0,0,34.78,64.8,287,0,0,34.05,63.3,0
1,2025-06-09,75,31.6,steel,7.1,2965.0,0,35.19,80.2,294,0,0,34.64,67.32,0
1,2025-06-16,76,31.6,steel,7.1,2965.0,0,36.26,98.5,301,0,0,35.24,74.9,0
1,2025-06-23,77,31.6,steel,7.1,2965.0,0,36.23,69.5,308,0,0,35.61,78.25,0
1,2025-06-30,78,31.6,steel,7.1,2965.0,0,37.08,80.4,315,0,0,36.19,82.15,0
1,2025-07-07,79,31.6,steel,7.1,2965.0,0,36.03,72.0,322,0,0,36.4,80.1,0
1,2025-07-14,80,31.6,steel,7.1,2965.0,0,34.46,69.4,329,0,0,35.95,72.82,0
1,2025-07-21,81,31.6,steel,7.1,2965.0,0,33.66,65.2,336,0,0,35.31,71.75,0
1,2025-07-28,82,31.6,steel,7.1,2965.0,0,34.9,67.7,343,0,0,34.76,68.58,0
1,2025-08-04,83,31.6,steel,7.1,2965.0,0,34.83,74.2,350,0,0,34.46,69.12,0
1,2025-08-11,84,31.6,steel,7.1,2965.0,0,35.74,73.4,357,0,0,34.78,70.12,0
1,2025-08-18,85,31.6,steel,7.1,2965.0,0,35.2,52.5,364,0,0,35.17,66.95,0
1,2025-08-25,86,31.6,steel,7.1,2965.0,0,34.59,54.4,371,0,0,35.09,63.63,0
1,2025-09-01,87,31.6,steel,7.1,2965.0,0,34.45,48.0,378,0,0,35.0,57.08,0
1,2025-09-08,88,31.6,steel,7.1,2965.0,0,35.48,53.6,385,0,0,34.93,52.12,0
1,2025-09-15,89,31.6,steel,7.1,2965.0,0,36.08,46.7,392,0,0,35.15,50.68,0
1,2025-09-22,90,31.6,steel,7.1,2965.0,0,34.59,50.5,399,0,0,35.15,49.7,0
1,2025-09-29,91,31.6,steel,7.1,2965.0,0,36.38,48.0,406,0,0,35.63,49.7,0
1,2025-10-06,92,31.6,steel,7.1,2965.0,0,33.91,27.8,413,0,0,35.24,43.25,1
1,2025-10-13,93,31.6,steel,7.1,2965.0,0,35.35,36.7,420,0,1,35.06,40.75,0
1,2025-10-20,94,31.6,steel,7.1,2965.0,0,26.6,50.0,0,1,0,33.06,40.62,0
1,2025-10-27,95,31.6,steel,7.1,2965.0,0,25.59,26.0,7,1,0,30.36,35.12,0
1,2025-11-03,96,31.6,steel,7.1,2965.0,0,24.04,23.0,14,1,0,27.9,33.92,0
1,2025-11-10,97,31.6,steel,7.1,2965.0,0,25.16,38.1,21,1,0,25.35,34.28,0
1,2025-11-17,98,31.6,steel,7.1,2965.0,0,25.15,32.9,28,1,0,24.98,30.0,0
1,2025-11-24,99,31.6,steel,7.1,2965.0,0,25.68,13.1,35,1,0,25.01,26.78,0
1,2025-12-01,100,31.6,steel,7.1,2965.0,0,25.59,27.6,42,1,0,25.4,27.92,0
1,2025-12-08,101,31.6,steel,7.1,2965.0,0,26.47,11.2,49,1,0,25.72,21.2,0
1,2025-12-15,102,31.6,steel,7.1,2965.0,0,26.73,11.8,56,1,0,26.12,15.92,0
1,2025-12-22,103,31.6,steel,7.1,2965.0,0,26.18,8.4,63,1,0,26.24,14.75,0
1,2025-12-29,104,31.6,steel,7.1,2965.0,0,24.66,6.7,70,1,0,26.01,9.52,0
1,2026-01-05,105,31.6,steel,7.1,2965.0,0,24.82,17.2,77,1,0,25.6,11.02,0
1,2026-01-12,106,31.6,steel,7.1,2965.0,0,25.82,6.9,0,1,0,25.37,9.8,0
1,2026-01-19,107,31.6,steel,7.1,2965.0,0,25.75,19.2,7,0,0,25.26,12.5,0
1,2026-01-26,108,31.6,steel,7.1,2965.0,0,24.24,20.2,14,0,0,25.16,15.88,0
1,2026-02-02,109,31.6,steel,7.1,2965.0,0,23.87,19.2,21,0,0,24.92,16.38,0
1,2026-02-09,110,31.6,steel,7.1,2965.0,0,23.23,18.6,28,0,0,24.27,19.3,0
1,2026-02-16,111,31.6,steel,7.1,2965.0,0,23.66,19.5,35,0,0,23.75,19.38,0
1,2026-02-23,112,31.6,steel,7.1,2965.0,0,24.99,19.4,42,0,0,23.94,19.17,0
1,2026-03-02,113,31.6,steel,7.1,2965.0,0,26.86,51.7,49,0,0,24.68,27.3,0
1,2026-03-09,114,31.6,steel,7.1,2965.0,0,26.8,31.6,56,0,0,25.58,30.55,0
1,2026-03-16,115,31.6,steel,7.1,2965.0,0,27.22,34.5,63,0,0,26.47,34.3,0
1,2026-03-23,116,31.6,steel,7.1,2965.0,0,25.77,32.6,70,0,0,26.66,37.6,0
1,2026-03-30,117,31.6,steel,7.1,2965.0,0,26.44,62.1,77,0,0,26.56,40.2,0
1,2026-04-06,118,31.6,steel,7.1,2965.0,0,27.98,41.5,84,0,0,26.85,42.68,0
1,2026-04-13,119,31.6,steel,7.1,2965.0,0,29.59,52.6,91,0,0,27.44,47.2,0
1,2026-04-20,120,31.6,steel,7.1,2965.0,0,30.15,58.1,98,0,0,28.54,53.58,0
1,2026-04-27,121,31.6,steel,7.1,2965.0,0,31.7,57.3,105,0,0,29.86,52.38,0
1,2026-05-04,122,31.6,steel,7.1,2965.0,0,32.69,49.1,112,0,0,31.03,54.28,0
1,2026-05-11,123,31.6,steel,7.1,2965.0,0,33.44,69.5,119,0,0,31.99,58.5,0
1,2026-05-18,124,31.6,steel,7.1,2965.0,0,33.33,58.7,126,0,0,32.79,58.65,0
1,2026-05-25,125,31.6,steel,7.1,2965.0,0,33.71,76.0,133,0,0,33.29,63.32,0
1,2026-06-01,126,31.6,steel,7.1,2965.0,0,32.62,67.0,140,0,0,33.28,67.8,0
1,2026-06-08,127,31.6,steel,7.1,2965.0,0,32.27,74.8,147,0,0,32.98,69.12,0
1,2026-06-15,128,31.6,steel,7.1,2965.0,0,32.44,87.4,154,0,0,32.76,76.3,0
1,2026-06-22,129,31.6,steel,7.1,2965.0,0,32.52,78.0,161,0,0,32.46,76.8,0
1,2026-06-29,130,31.6,steel,7.1,2965.0,0,33.74,77.0,168,0,0,32.74,79.3,1
1,2026-07-06,131,31.6,steel,7.1,2965.0,0,34.9,79.3,175,0,1,33.4,80.42,0
1,2026-07-13,132,31.6,steel,7.1,2965.0,0,27.21,63.4,0,1,0,32.09,74.42,0
1,2026-07-20,133,31.6,steel,7.1,2965.0,0,28.55,79.7,7,1,0,31.1,74.85,0
1,2026-07-27,134,31.6,steel,7.1,2965.0,0,29.97,65.1,14,1,0,30.16,71.88,0
1,2026-08-03,135,31.6,steel,7.1,2965.0,0,29.12,63.6,21,1,0,28.71,67.95,0
1,2026-08-10,136,31.6,steel,7.1,2965.0,0,29.21,64.7,28,1,0,29.21,68.28,0
1,2026-08-17,137,31.6,steel,7.1,2965.0,0,28.66,58.2,35,1,0,29.24,62.9,0
1,2026-08-24,138,31.6,steel,7.1,2965.0,0,29.41,51.1,42,1,0,29.1,59.4,0
1,2026-08-31,139,31.6,steel,7.1,2965.0,0,30.99,56.1,49,1,0,29.57,57.53,0
1,2026-09-07,140,31.6,steel,7.1,2965.0,0,32.14,50.8,56,1,0,30.3,54.05,0
1,2026-09-14,141,31.6,steel,7.1,2965.0,0,32.03,47.3,63,1,0,31.14,51.32,0
1,2026-09-21,142,31.6,steel,7.1,2965.0,0,33.54,45.7,70,1,0,32.17,49.97,0
1,2026-09-28,143,31.6,steel,7.1,2965.0,0,34.98,31.3,77,1,0,33.17,43.78,0
1,2026-10-05,144,31.6,steel,7.1,2965.0,0,35.42,37.5,84,1,0,33.99,40.45,0
1,2026-10-12,145,31.6,steel,7.1,2965.0,0,35.78,56.7,91,0,0,34.93,42.8,0
1,2026-10-19,146,31.6,steel,7.1,2965.0,0,34.93,51.8,98,0,0,35.28,44.32,0
1,2026-10-26,147,31.6,steel,7.1,2965.0,0,34.85,30.9,105,0,0,35.25,44.22,0
1,2026-11-02,148,31.6,steel,7.1,2965.0,0,35.8,27.8,112,0,0,35.34,41.8,0
1,2026-11-09,149,31.6,steel,7.1,2965.0,0,35.43,12.6,119,0,0,35.25,30.78,0
1,2026-11-16,150,31.6,steel,7.1,2965.0,0,34.95,17.9,126,0,0,35.26,22.3,0
1,2026-11-23,151,31.6,steel,7.1,2965.0,0,36.96,29.2,133,0,0,35.78,21.88,0
1,2026-11-30,152,31.6,steel,7.1,2965.0,0,35.93,15.4,140,0,0,35.82,18.77,0
1,2026-12-07,153,31.6,steel,7.1,2965.0,0,35.19,31.3,147,0,0,35.76,23.45,0
1,2026-12-14,154,31.6,steel,7.1,2965.0,0,34.57,29.3,154,0,0,35.66,26.3,0
2,2024-01-01,0,21.0,steel,24.3,2659.0,0,33.02,12.7,14,0,0,33.02,12.7,0
2,2024-01-08,1,21.0,steel,24.3,2659.0,0,34.84,45.4,21,0,0,33.93,29.05,0
2,2024-01-15,2,21.0,steel,24.3,2659.0,0,34.23,47.6,28,0,0,34.03,35.23,0
2,2024-01-22,3,21.0,steel,24.3,2659.0,0,33.09,45.2,35,0,0,33.8,37.72,0
2,2024-01-29,4,21.0,steel,24.3,2659.0,0,33.29,20.4,42,0,0,33.86,39.65,0
2,2024-02-05,5,21.0,steel,24.3,2659.0,0,33.84,87.9,49,0,0,33.61,50.28,0
2,2024-02-12,6,21.0,steel,24.3,2659.0,0,33.57,16.7,56,0,0,33.45,42.55,0
2,2024-02-19,7,21.0,steel,24.3,2659.0,0,33.37,21.7,63,0,0,33.52,36.68,0
2,2024-02-26,8,21.0,steel,24.3,2659.0,0,33.77,39.5,70,0,0,33.64,41.45,0
2,2024-03-04,9,21.0,steel,24.3,2659.0,0,32.13,33.6,77,0,0,33.21,27.88,0
2,2024-03-11,10,21.0,steel,24.3,2659.0,0,32.04,37.4,84,0,0,32.83,33.05,0
2,2024-03-18,11,21.0,steel,24.3,2659.0,0,32.07,29.0,91,0,0,32.5,34.88,0
2,2024-03-25,12,21.0,steel,24.3,2659.0,0,33.11,39.4,98,0,0,32.34,34.85,0
2,2024-04-01,13,21.0,steel,24.3,2659.0,0,35.04,37.4,105,0,0,33.06,35.8,0
2,2024-04-08,14,21.0,steel,24.3,2659.0,0,35.47,37.0,112,0,0,33.92,35.7,0
2,2024-04-15,15,21.0,steel,24.3,2659.0,0,36.0,44.7,119,0,0,34.9,39.62,0
2,2024-04-22,16,21.0,steel,24.3,2659.0,0,35.67,56.2,126,0,0,35.54,43.82,0
2,2024-04-29,17,21.0,steel,24.3,2659.0,0,34.82,65.1,133,0,0,35.49,50.75,0
2,2024-05-06,18,21.0,steel,24.3,2659.0,0,34.18,47.4,140,0,0,35.17,53.35,0
2,2024-05-13,19,21.0,steel,24.3,2659.0,0,35.02,61.4,147,0,0,34.92,57.53,0
2,2024-05-20,20,21.0,steel,24.3,2659.0,0,34.96,62.9,154,0,0,34.75,59.2,0
2,2024-05-27,21,21.0,steel,24.3,2659.0,0,34.24,68.4,161,0,0,34.6,60.02,1
2,2024-06-03,22,21.0,steel,24.3,2659.0,0,35.86,59.2,168,0,1,35.02,62.97,0
2,2024-06-10,23,21.0,steel,24.3,2659.0,0,30.26,60.6,0,1,0,33.83,62.78,0
2,2024-06-17,24,21.0,steel,24.3,2659.0,0,30.47,87.5,7,1,0,32.71,68.93,0
2,2024-06-24,25,21.0,steel,24.3,2659.0,0,29.18,63.7,14,1,0,31.44,67.75,0
2,2024-07-01,26,21.0,steel,24.3,2659.0,0,28.13,67.0,21,1,0,29.51,69.7,0
2,2024-07-08,27,21.0,steel,24.3,2659.0,0,28.8,67.7,28,1,0,29.14,71.47,0
2,2024-07-15,28,21.0,steel,24.3,2659.0,0,29.65,64.2,35,1,0,28.94,65.65,0
2,2024-07-22,29,21.0,steel,24.3,2659.0,0,29.61,74.6,42,1,0,29.05,68.38,0
2,2024-07-29,30,21.0,steel,24.3,2659.0,0,29.75,72.1,49,1,0,29.45,69.65,0
2,2024-08-05,31,21.0,steel,24.3,2659.0,0,29.32,64.5,56,1,0,29.58,68.85,0
2,2024-08-12,32,21.0,steel,24.3,2659.0,0,29.77,58.5,63,1,0,29.61,67.42,0
2,2024-08-19,33,21.0,steel,24.3,2659.0,0,30.51,59.4,70,1,0,29.84,63.62,0
2,2024-08-26,34,21.0,steel,24.3,2659.0,0,31.62,59.7,77,1,0,30.3,60.52,0
2,2024-09-02,35,21.0,steel,24.3,2659.0,0,29.07,49.8,84,1,0,30.24,56.85,0
2,2024-09-09,36,21.0,steel,24.3,2659.0,0,28.2,59.7,91,0,0,29.85,57.15,0
2,2024-09-16,37,21.0,steel,24.3,2659.0,0,29.96,62.9,98,0,0,29.71,58.03,0
2,2024-09-23,38,21.0,steel,24.3,2659.0,0,29.62,67.7,105,0,0,29.21,60.02,0
2,2024-09-30,39,21.0,steel,24.3,2659.0,0,29.85,63.0,112,0,0,29.41,63.32,0
2,2024-10-07,40,21.0,steel,24.3,2659.0,0,31.82,37.0,119,0,0,30.31,57.65,0
2,2024-10-14,41,21.0,steel,24.3,2659.0,0,31.4,38.0,126,0,0,30.67,51.42,0
2,2024-10-21,42,21.0,steel,24.3,2659.0,0,29.54,31.9,133,0,0,30.65,42.48,0
2,2024-10-28,43,21.0,steel,24.3,2659.0,0,28.92,28.9,140,0,0,30.42,33.95,0
2,2024-11-04,44,21.0,steel,24.3,2659.0,0,29.42,25.5,147,0,0,29.82,31.08,0
2,2024-11-11,45,21.0,steel,24.3,2659.0,0,28.64,25.2,154,0,0,29.13,27.88,0
2,2024-11-18,46,21.0,steel,24.3,2659.0,0,28.45,38.8,161,0,0,28.86,29.6,0
2,2024-11-25,47,21.0,steel,24.3,2659.0,0,28.45,24.2,168,0,0,28.74,28.42,0
2,2024-12-02,48,21.0,steel,24.3,2659.0,0,28.47,10.3,175,0,0,28.5,24.62,0
2,2024-12-09,49,21.0,steel,24.3,2659.0,0,28.46,29.9,182,0,0,28.46,25.8,1
2,2024-12-16,50,21.0,steel,24.3,2659.0,0,29.42,18.9,189,0,1,28.7,20.82,0
2,2024-12-23,51,21.0,steel,24.3,2659.0,0,22.54,21.8,0,1,0,27.22,20.22,0
2,2024-12-30,52,21.0,steel,24.3,2659.0,0,22.38,19.1,7,1,0,25.7,22.42,0
2,2025-01-06,53,21.0,steel,24.3,2659.0,0,21.71,19.8,14,1,0,24.01,19.9,0
2,2025-01-13,54,21.0,steel,24.3,2659.0,0,22.37,21.0,21,1,0,22.25,20.42,0
2,2025-01-20,55,21.0,steel,24.3,2659.0,0,22.72,6.6,28,1,0,22.3,16.62,0
2,2025-01-27,56,21.0,steel,24.3,2659.0,0,25.18,24.5,35,1,0,23.0,17.98,0
2,2025-02-03,57,21.0,steel,24.3,2659.0,0,25.58,14.6,42,1,0,23.96,16.68,0
2,2025-02-10,58,21.0,steel,24.3,2659.0,0,24.65,18.3,49,1,0,24.53,16.0,0
2,2025-02-17,59,21.0,steel,24.3,2659.0,0,26.68,25.1,56,1,0,25.52,20.62,0
2,2025-02-24,60,21.0,steel,24.3,2659.0,0,28.8,52.4,63,1,0,26.43,27.6,0
2,2025-03-03,61,21.0,steel,24.3,2659.0,0,29.6,22.6,70,1,0,27.43,29.6,0
2,2025-03-10,62,21.0,steel,24.3,2659.0,0,30.07,33.2,77,1,0,28.79,33.33,0
2,2025-03-17,63,21.0,steel,24.3,2659.0,0,30.97,34.3,84,1,0,29.86,35.62,0
2,2025-03-24,64,21.0,steel,24.3,2659.0,0,32.8,52.0,91,0,0,30.86,35.52,0
2,2025-03-31,65,21.0,steel,24.3,2659.0,0,33.32,40.6,98,0,0,31.79,40.02,0
2,2025-04-07,66,21.0,steel,24.3,2659.0,0,32.82,49.1,105,0,0,32.48,44.0,0
2,2025-04-14,67,21.0,steel,24.3,2659.0,0,35.16,42.0,112,0,0,33.52,45.92,0
2,2025-04-21,68,21.0,steel,24.3,2659.0,0,36.5,68.1,119,0,0,34.45,49.95,0
2,2025-04-28,69,21.0,steel,24.3,2659.0,0,37.73,46.2,126,0,0,35.55,51.35,0
2,2025-05-05,70,21.0,steel,24.3,2659.0,0,38.74,64.3,133,0,0,37.03,55.15,0
2,2025-05-12,71,21.0,steel,24.3,2659.0,0,38.77,64.1,140,0,0,37.94,60.68,0
2,2025-05-19,72,21.0,steel,24.3,2659.0,0,39.73,68.2,147,0,0,38.74,60.7,0
2,2025-05-26,73,21.0,steel,24.3,2659.0,0,41.25,56.1,154,0,0,39.62,63.18,0
2,2025-06-02,74,21.0,steel,24.3,2659.0,0,41.56,64.8,161,0,0,40.33,63.3,0
2,2025-06-09,75,21.0,steel,24.3,2659.0,0,42.42,80.2,168,0,0,41.24,67.32,0
2,2025-06-16,76,21.0,steel,24.3,2659.0,0,41.25,98.5,175,0,0,41.62,74.9,0
2,2025-06-23,77,21.0,steel,24.3,2659.0,0,40.79,69.5,182,0,0,41.5,78.25,0
2,2025-06-30,78,21.0,steel,24.3,2659.0,0,41.5,80.4,189,0,0,41.49,82.15,0
2,2025-07-07,79,21.0,steel,24.3,2659.0,0,42.41,72.0,196,0,0,41.49,80.1,0
2,2025-07-14,80,21.0,steel,24.3,2659.0,0,43.2,69.4,203,0,0,41.98,72.82,0
2,2025-07-21,81,21.0,steel,24.3,2659.0,0,42.04,65.2,210,0,0,42.29,71.75,0
2,2025-07-28,82,21.0,steel,24.3,2659.0,0,42.01,67.7,217,0,0,42.42,68.58,0
2,2025-08-04,83,21.0,steel,24.3,2659.0,0,44.15,74.2,224,0,0,42.85,69.12,0
2,2025-08-11,84,21.0,steel,24.3,2659.0,0,45.28,73.4,231,0,0,43.37,70.12,0
2,2025-08-18,85,21.0,steel,24.3,2659.0,0,46.29,52.5,238,0,0,44.43,66.95,0
2,2025-08-25,86,21.0,steel,24.3,2659.0,0,47.05,54.4,245,0,0,45.69,63.63,0
2,2025-09-01,87,21.0,steel,24.3,2659.0,0,46.72,48.0,252,0,0,46.34,57.08,0
2,2025-09-08,88,21.0,steel,24.3,2659.0,0,49.46,53.6,259,0,0,47.38,52.12,0
2,2025-09-15,89,21.0,steel,24.3,2659.0,0,50.03,46.7,266,0,0,48.32,50.68,0
2,2025-09-22,90,21.0,steel,24.3,2659.0,0,49.73,50.5,273,0,0,48.98,49.7,0
2,2025-09-29,91,21.0,steel,24.3,2659.0,0,50.53,48.0,280,0,0,49.94,49.7,0
2,2025-10-06,92,21.0,steel,24.3,2659.0,0,53.51,27.8,287,0,0,50.95,43.25,1
2,2025-10-13,93,21.0,steel,24.3,2659.0,0,52.94,36.7,294,0,1,51.68,40.75,0
2,2025-10-20,94,21.0,steel,24.3,2659.0,0,43.15,50.0,0,1,0,50.03,40.62,0
2,2025-10-27,95,21.0,steel,24.3,2659.0,0,43.54,26.0,7,1,0,48.28,35.12,0
2,2025-11-03,96,21.0,steel,24.3,2659.0,0,44.34,23.0,14,1,0,45.99,33.92,0
2,2025-11-10,97,21.0,steel,24.3,2659.0,0,45.93,38.1,21,1,0,44.24,34.28,0
2,2025-11-17,98,21.0,steel,24.3,2659.0,0,48.97,32.9,28,1,0,45.7,30.0,0
2,2025-11-24,99,21.0,steel,24.3,2659.0,0,48.25,13.1,35,1,0,46.87,26.78,0
2,2025-12-01,100,21.0,steel,24.3,2659.0,0,48.86,27.6,42,1,0,48.0,27.92,0
2,2025-12-08,101,21.0,steel,24.3,2659.0,0,49.57,11.2,49,1,0,48.91,21.2,0
2,2025-12-15,102,21.0,steel,24.3,2659.0,0,47.83,11.8,56,1,0,48.63,15.92,0
2,2025-12-22,103,21.0,steel,24.3,2659.0,0,47.79,8.4,63,1,0,48.51,14.75,0
